Luminosity,Temperature,Humidity,Infrared,Distance,CreatedAt,IsAlarm
23,37,48,34,47,08/08/2020 08:09:47,Yes
22,39,48,34,45,08/08/2020 08:09:48,No
16,47,48,34,54,08/08/2020 08:09:49,Yes
19,42,48,34,51,08/08/2020 08:09:50,Yes
18,38,48,34,49,08/08/2020 08:09:51,No
23,37,48,34,51,08/08/2020 08:09:52,Yes
19,39,48,34,49,08/08/2020 08:09:53,No
18,44,48,34,49,08/08/2020 08:09:54,Yes
23,45,48,34,47,08/08/2020 08:09:55,Yes
22,41,48,34,45,08/08/2020 08:09:56,No
20,47,48,34,54,08/08/2020 08:09:57,Yes
23,42,48,34,51,08/08/2020 08:09:58,No
22,38,48,34,49,08/08/2020 08:09:59,Yes
20,37,48,34,47,08/08/2020 08:10:00,Yes
23,39,48,34,49,08/08/2020 08:10:01,No
19,38,48,34,47,08/08/2020 08:10:02,No
18,39,48,34,45,08/08/2020 08:10:03,Yes
23,42,48,34,49,08/08/2020 08:10:04,Yes
22,44,48,34,47,08/08/2020 08:10:05,No
20,45,48,34,51,08/08/2020 08:10:06,Yes
22,41,48,34,49,08/08/2020 08:10:07,No
16,47,48,34,49,08/08/2020 08:10:08,Yes
19,42,48,34,47,08/08/2020 08:10:09,Yes
18,38,48,34,45,08/08/2020 08:10:10,No
23,37,48,34,54,08/08/2020 08:10:11,Yes
19,39,48,34,51,08/08/2020 08:10:12,No
18,44,48,34,49,08/08/2020 08:10:13,Yes
23,45,48,34,47,08/08/2020 08:10:14,Yes
22,38,48,34,49,08/08/2020 08:10:15,No
20,39,48,34,47,08/08/2020 08:10:16,Yes
23,42,48,34,45,08/08/2020 08:10:17,No
22,44,48,34,49,08/08/2020 08:10:18,Yes
20,45,48,34,47,08/08/2020 08:10:19,No
23,41,48,34,45,08/08/2020 08:10:20,Yes
22,47,48,34,51,08/08/2020 08:10:21,Yes
20,42,48,34,49,08/08/2020 08:10:22,Yes
22,38,48,34,49,08/08/2020 08:10:23,No
16,37,48,34,47,08/08/2020 08:10:24,Yes
19,39,48,34,45,08/08/2020 08:10:25,Yes
18,47,48,34,54,08/08/2020 08:10:26,Yes
23,42,48,34,51,08/08/2020 08:10:27,Yes
19,38,48,34,49,08/08/2020 08:10:28,No
18,77,48,34,47,08/08/2020 08:10:29,Yes
23,79,48,34,49,08/08/2020 08:10:30,Yes
22,42,48,34,47,08/08/2020 08:10:31,No
20,44,48,34,45,08/08/2020 08:10:32,No
23,45,48,34,49,08/08/2020 08:10:33,Yes
22,41,44,1,47,08/08/2020 08:10:34,Yes
